,id,anchor,target,context,score
102,f8a028167a0aad23,abnormal position,abnormal molar mass,E03,0.0
103,eb44d02ca330b2b5,abnormal position,abnormal presentations,E03,0.75
104,dccdd9c697602fad,abnormal position,abnormal psychology,E03,0.0
105,38f53c8ab704b32b,abnormal position,abnormality state,E03,0.75
106,44eaeb8410af02e2,abnormal position,axial position,E03,0.5
107,428f5e687590e685,abnormal position,elevation,E03,0.25
108,2b58116bbba1bef5,abnormal position,emergency condition,E03,0.5
109,52c33ea0c24771a1,abnormal position,emergency position,E03,0.75
110,852386d786c57f73,abnormal position,extent,E03,0.25
111,6de822045200c01a,abnormal position,facing forward,E03,0.75
112,2908fae62ececec1,abnormal position,failure,E03,0.25
113,bc109cbe2441d87e,abnormal position,fault position,E03,0.75
114,2db04a5863b16cdd,abnormal position,fixed failure,E03,0.5
115,8d8926dbdfc1568e,abnormal position,forward axis,E03,0.0
116,99eb846e7f7fdbd6,abnormal position,hardware abnormality,E03,0.5
117,edd7a8b70dc94f43,abnormal position,hardware manufacturer,E03,0.0
118,6e37e1f0890a81b2,abnormal position,inoperative position,E03,0.5
119,7e2874e997cf0e2b,abnormal position,leakage,E03,0.25
120,48c4b666af6f1f58,abnormal position,normal position,E03,0.25
121,afab4895708915b8,abnormal position,open position,E03,0.5
122,75ac4f9a57e95ec8,abnormal position,operating abnormality,E03,0.5
123,36b50348c1172fc2,abnormal position,operative position,E03,0.5
124,25442153418d7486,abnormal position,overflow,E03,0.25
125,5a291d8d5bd8bd6b,abnormal position,position vector,E03,0.0
126,0eec7490003c075a,abnormal position,state name,E03,0.0
127,f3d68ae77bb19226,abnormal position,unusual position,E03,0.75
128,ae1a01517b6386fc,abnormal position,unusual state,E03,0.25
129,a21de05326bbadb8,abnormal position,upper position,E03,0.5
130,58e4f0268a24af9b,abnormal position,warning,E03,0.25
131,76baf8ed4ae57ec1,absorbent properties,adsorbent properties,C08,0.5
132,fc03dad16ee7e5fb,absorbent properties,cao,C08,0.25
133,094f2535b2f03691,absorbent properties,characterization,C08,0.25
134,0b34da85b33b4126,absorbent properties,collateral properties,C08,0.0
135,82d4d3492122a3a3,absorbent properties,colligative properties,C08,0.0
136,3f0330f3344be46f,absorbent properties,conformational properties,C08,0.25
137,1c506d121cb6194b,absorbent properties,dehumidifying properties,C08,0.5
138,92931b055ee01fd5,absorbent properties,elastomeric properties,C08,0.0
139,84a195425e7f34d4,absorbent properties,evaporated salt,C08,0.25
140,1c330c48a33e82b4,absorbent properties,fluorescent properties,C08,0.0
141,f7832078c30df1f5,absorbent properties,geometrical properties,C08,0.0
142,0e754b806271178a,absorbent properties,housing properties,C08,0.0
143,b794d431cea707b3,absorbent properties,hygroscopic,C08,0.5
144,bf1222d93e59ceca,absorbent properties,hygroscopic properties,C08,0.5
145,16479a99b5c37673,absorbent properties,ionic compound,C08,0.25
146,ec050b5360ebba22,absorbent properties,liquid holding capacity,C08,0.5
147,0eba34ed68ed88b8,absorbent properties,mechanical characteristics,C08,0.25
148,ef8a6631ccd28df0,absorbent properties,mechanical properties,C08,0.25
149,7b42f808e08c68b2,absorbent properties,moisture barrier properties,C08,0.5
150,71ac9fcb07aaec6e,absorbent properties,moisture proof properties,C08,0.5
151,2cb4f15e5861ea51,absorbent properties,nacl,C08,0.25
152,762621349ef66ca1,absorbent properties,naoh,C08,0.25
153,750c20ea1b72078e,absorbent properties,physical properties,C08,0.25
154,288310ffbde6450d,absorbent properties,properties,C08,0.25
155,8201115f67ded668,absorbent properties,reusable salt,C08,0.25
156,437a29c073ccf68e,absorbent properties,soaking properties,C08,0.75
157,661d7d1d8807fa6b,absorbent properties,absorbency,D01,0.75
158,621b048d70aa8867,absorbent properties,absorbent characteristics,D01,1.0
159,96f015d748e1333a,absorbent properties,absorbing polymer,D01,0.5
160,e6f92889099fd908,absorbent properties,absorption characteristics,D01,0.75
161,bc20a1c961cb073a,absorbent properties,absorption properties,D01,1.0
162,8a33a8c962cf36f1,absorbent properties,adsorbent properties,D01,0.5
163,718bd7b5b416af38,absorbent properties,adsorption performance,D01,0.5
164,9e04e83b91c5a26d,absorbent properties,capable of absorbing,D01,0.5
165,7fb7109c1cb77c32,absorbent properties,characteristic,D01,0.25
166,e0e1ca90a19d93ce,absorbent properties,desiccant,D01,0.25
167,c3a71343cdd163f3,absorbent properties,dielectric properties,D01,0.0
168,9b4be6865a6a7d88,absorbent properties,food absorption,D01,0.0
169,4aceb34c827489b2,absorbent properties,mechanical properties,D01,0.25
170,9dd002fa5c1ab0b3,absorbent properties,mechanical resistance,D01,0.25
171,bf87a44a7ef7986f,absorbent properties,metal properties,D01,0.0
172,4e2321fa76cac0c1,absorbent properties,moisture,D01,0.25
173,6985fcc0a72d6efc,absorbent properties,optical properties,D01,0.0
174,49c355296f89e42e,absorbent properties,performance,D01,0.25
175,d79f949f5e767ed8,absorbent properties,physical properties,D01,0.5
176,7f71cfa3cfd274c3,absorbent properties,physical resistance,D01,0.25
177,4c5430e37544ca9f,absorbent properties,physiological properties,D01,0.0
178,86c37efbf9add8b4,absorbent properties,plastic properties,D01,0.0
179,0c95ec8908cac866,absorbent properties,polymer,D01,0.25
180,028faac1cefe4f7d,absorbent properties,properties,D01,0.5
181,ddd36c73b9ece884,absorbent properties,samples,D01,0.25
182,6db7ef8d8421bcac,absorbent properties,soaking,D01,0.5
183,ee015d21956c9d4d,absorbent properties,soaking properties,D01,0.75
184,ba7e30f46cf2e34b,absorbent properties,sponge,D01,0.25
185,da7052634b294dbb,absorbent properties,water,D01,0.25
186,c068f3a417547e96,absorbent properties,water penetration capacity,D01,0.75
187,f9a985b9e1772f8f,absorbent properties,amount,D21,0.25
188,895794bda535b343,absorbent properties,formation,D21,0.25
189,3608a96d8c6d4ecb,absorbent properties,strength,D21,0.25
190,7606c6fa59a125f8,acan,aggrecan core protein,C07,0.75
191,f7b25dd02c06f8d0,acan,aggrecan core protein precursor,C07,0.75
192,50a44303d260f1fc,acan,cartilage extracellular matrix,C07,0.25
193,b4a7556ad626f0bc,acan,cartilage specific proteoglycan core protein,C07,0.75
194,00a1e5f0484ca4c1,acan,chondroitin sulfate proteoglycan 1,C07,0.75
195,199f0b8833011e49,acan,coding language,C07,0.0
196,60a4c191bdccff4f,acan,coding languages,C07,0.0
197,dc29c774e92b0b65,acan,coding programming,C07,0.0
198,f524d90c3d85bdeb,acan,core strength,C07,0.0
199,cb1cd1f70f89ecf0,acan,gene,C07,0.25
200,526e7b2433cfa5da,acan,genes,C07,0.25
201,8a5573ec16949f4b,acan,hyalectans,C07,0.5
202,1cf08c7f43cfd1b0,acan,large aggregating proteoglycan,C07,0.75
203,5c70e4760d8d8ff4,acan,lecticans,C07,0.5
204,2d7f1b3ea74e2c38,acan,machine learning,C07,0.0
205,a6dee66427c6fb90,acan,neural network,C07,0.0
206,8726542c434bd282,acan,precursor,C07,0.25
207,c8527b0605b19db1,acan,protein,C07,0.25
208,913e2562771cbb0c,acan,protein coding gene,C07,0.5
209,8f5ece74ab9299eb,acan,proteins,C07,0.25
210,ba0d2831300d9b37,acan,proteoglycans,C07,0.25
211,ee26739c23fefe2b,acan,sox,C07,0.25
212,7ba63f8f90f24670,acan,tissue expression,C07,0.25
213,e6d6b1713f4b3a3e,accept information,accept the establishment,A45,0.0
214,1b9e8b4b43d11ca6,accept information,accept this information,A45,0.75
215,f463e4e26cb4c3d6,accept information,acceptance angle,A45,0.0
216,c94e7b08d9402064,accept information,accepting information from,A45,0.75
217,0c9325df3a6dde0a,accept information,approve information,A45,0.5
218,a617e96ffd84f668,accept information,authorization of information,A45,0.5
219,9139cc91e466bc1c,accept information,behaviour information analysis,A45,0.0
220,d5cebe572de28ec9,accept information,contain information,A45,0.5
221,2f27415964b30abb,accept information,contain items,A45,0.25
222,6f1f9a291daa2d78,accept information,data accepted,A45,0.5
223,1b4d79c285ba330b,accept information,data set,A45,0.25
224,df6de3890013e7a6,accept information,display,A45,0.25
225,2771e4ab047a52f8,accept information,display a data,A45,0.25
226,d9628d2cbc2d20df,accept information,display a information,A45,0.5
227,8d4e33dff5418e62,accept information,display an information,A45,0.5
228,a9aef9cb5ef22537,accept information,display data,A45,0.25
229,e9ce0059e0db62e9,accept information,display information,A45,0.5
230,7868f55cb35297ab,accept information,indicate a data,A45,0.25
231,75974d6019242c17,accept information,indicate data,A45,0.25
232,8658715eab34a30b,accept information,indicate information,A45,0.5
233,dcbf5eb733ce6b7a,accept information,informal letter,A45,0.0
234,09f623895803d55a,accept information,information,A45,0.5
235,e865c688d8198872,accept information,information data,A45,0.25
236,5ea3fa4f9aa2e4e6,accept information,information processing apparatus,A45,0.25
237,481dd9137a1021a2,accept information,information storage,A45,0.25
238,f4bf99c180c8b41e,accept information,information value,A45,0.25
239,1399d5ede123e907,accept information,price he or she accepts,A45,0.0
240,cfe4a53278917f5b,accept information,receiving information,A45,0.5
241,b36d81ddf0791a98,accept information,sanction information,A45,0.5
242,0bf7a68130117d92,accept information,third option to accept,A45,0.0
243,d47638cfa77bc4aa,accept information,transaction information,A45,0.25
244,4994def77e2b9e7f,accept information,undertake information,A45,0.5
245,a937ae580ea4bd97,achieve authentication,achieve access,H04,0.75
246,ea154b802bebc48a,achieve authentication,achieve authentication accuracy,H04,0.5
247,24eda11bf0665917,achieve authentication,achieve authorization,H04,0.75
248,14c027729175aedd,achieve authentication,achieve goal,H04,0.0
249,6553f33ff35f0e58,achieve authentication,achieve goals,H04,0.0
250,76a67059397b6ab4,achieve authentication,achieve local authentication,H04,0.5
251,b1f6c5153065d1f4,achieve authentication,achieve mutual authentication,H04,0.5
252,8f503153606f57ba,achieve authentication,achieve success,H04,0.0
253,c48fe27988cb335a,achieve authentication,achieve target,H04,0.0
254,0d40fb13a68069f1,achieve authentication,achieve the authentication requirement,H04,0.75
255,7a33ea9b3475af14,achieve authentication,achieve verification,H04,0.75
256,d2088cdd8be8761b,achieve authentication,biometric,H04,0.25
257,804ab9af5a8550f6,achieve authentication,denial of authorization,H04,0.25
258,a9517b7094b76f0c,achieve authentication,denied access,H04,0.25
259,86a215a06817e866,achieve authentication,encryption,H04,0.5
260,63ae5e20e8e310dd,achieve authentication,failed authorization request,H04,0.25
261,67dbbc523e25a8b1,achieve authentication,login,H04,0.25
262,1a76d7a9dadc8deb,achieve authentication,multi factor authentication,H04,0.5
263,2ad713aa54d461ba,achieve authentication,signature,H04,0.25
264,35546bdc044efe91,achieve authentication,target achieved,H04,0.0
265,ae669f9980698f21,achieve authentication,vehicle verification,H04,0.0
266,3b4ba853a71438bf,acid absorption,absorbent cotton,B01,0.0
267,5fd6fe279671b601,acid absorption,absorption spectrum,B01,0.0
268,7c0ead66438745af,acid absorption,acid,B01,0.5
269,fce069a07304db12,acid absorption,acid absorption column,B01,0.5
270,0885d130fd9d50a4,acid absorption,acid absorption tower,B01,0.5
271,3ad51d1654fa78aa,acid absorption,acid digestion,B01,0.75
272,197377910826e9a0,acid absorption,acid distillation,B01,0.25
273,5613325cb8a57bc8,acid absorption,acid recovery,B01,0.5
274,3eaee93303a76295,acid absorption,acid stripping,B01,0.5
275,c133361db6dde71d,acid absorption,acid wash,B01,0.25
276,8a2f7a09c36e7f27,acid absorption,acid wash distillation,B01,0.25
277,4dd4b29c517ce25b,acid absorption,acid water distillation,B01,0.25
278,0a5c9cab09de9020,acid absorption,acid water wash,B01,0.25
279,f6e67f136fb163a3,acid absorption,acrylic acid absorption,B01,0.5
280,6f3b2f2804c199b4,acid absorption,amino acids,B01,0.25
281,94cd797823f9191a,acid absorption,catalytic hydrogenation,B01,0.25
282,6312f42d8f1c37b3,acid absorption,catalytic oxidation,B01,0.25
283,fc63c89be37a059c,acid absorption,chemical analysis,B01,0.25
284,62a99710bc868d0b,acid absorption,chemical inhibition,B01,0.25
285,6c895aabbc9d825a,acid absorption,h2so4 absorption,B01,0.5
286,a6cc840343fda298,acid absorption,hydro catalytic hydrogenation,B01,0.25
287,571e7d26da0b0ccd,acid absorption,hydro catalytic oxidation,B01,0.25
288,61afb3b881ba6c9b,acid absorption,hydrochloric acid absorption,B01,0.5
289,67a024b4eb4393f1,acid absorption,hydroformylation,B01,0.25
290,d78ec0c053366b48,acid absorption,hydrogenation,B01,0.25
291,a9d797d846588bd9,acid absorption,hydroxycarboxylicacid absorption,B01,0.5
292,40c303263680ce7f,acid absorption,membrane catalytic hydrogenation,B01,0.25
293,e9a68b29140ca25f,acid absorption,membrane catalytic oxidation,B01,0.25
294,1ec8a21f478ae0f1,acid absorption,membrane hydrogenation,B01,0.25
295,9bf4385b1b63006a,acid absorption,membrane oxidation,B01,0.25
296,ec77ccb538cc139a,acid absorption,near infrared ray absorption,B01,0.0
297,2404594ff2ed4ecb,acid absorption,nitric acid absorption,B01,0.5
298,d52e638b3c4c9c1e,acid absorption,oxidation,B01,0.25
299,89e3573a4d5f2fc2,acid absorption,oxidative hydrogenation,B01,0.25
300,aa8d8bfa1765e3e2,acid absorption,oxide,B01,0.25
301,dd2b26cf17fb74ea,acid absorption,oxide distillation,B01,0.25
302,e045ed5f662fe98c,acid absorption,oxide recovery,B01,0.25
303,6c3036760f90c39c,acid absorption,oxide stripping,B01,0.25
304,940cc037b242d2da,acid absorption,oxide wash,B01,0.25
305,0d8d700c7a3532f1,acid absorption,photon absorption,B01,0.0
306,bc5e0b5cc383448c,acid absorption,photosynthesis,B01,0.0
307,a7aff614211f90d7,acid absorption,phytic acid,B01,0.25
308,f798712a28d6660b,acid absorption,rosmarinic acid,B01,0.25
309,311b7cc6e1bc6c14,acid absorption,sulfuric acid,B01,0.25
310,679f5c4ab8fa0c47,acid absorption,transdermal absorption,B01,0.0
311,e955700dffd68624,acid absorption,absorption of acid,B08,1.0
312,c9c438a56243d1af,acid absorption,absorption of carbohydrates,B08,0.0
313,7ce9dd8327d5cce1,acid absorption,absorption tower,B08,0.25
314,1a8e9c58ee5e34ca,acid absorption,acid,B08,0.5
315,3a09aba546aac675,acid absorption,acid absorption,B08,1.0
316,ec4fab7c9b9bd303,acid absorption,acid adsorption,B08,0.25
317,9afe664508a7baf0,acid absorption,acid distillation,B08,0.25
318,34444e60e67a87e5,acid absorption,acid exchange,B08,0.25
319,14d69f3548d36186,acid absorption,acid gas distillation,B08,0.25
320,a4ac7b3741cb5980,acid absorption,acid gas exchange,B08,0.25
321,d561ddf728f88157,acid absorption,acid gas scrubbing,B08,0.25
322,9517cc6e239e319d,acid absorption,acid immersion,B08,0.75
323,9d9930c089943b9c,acid absorption,acid indigestion,B08,0.0
324,57ce3adc96d82fca,acid absorption,acid oxide distillation,B08,0.25
325,11bb11d822dc391e,acid absorption,acid oxide scrubbing,B08,0.25
326,0956aa30948f0755,acid absorption,acid purification,B08,0.25
327,de645e182bf2ef1c,acid absorption,acid rain,B08,0.0
328,3e012c773242affa,acid absorption,acid reflux,B08,0.0
329,390417e5c0161bbc,acid absorption,acid scrubbing,B08,0.25
330,58677c3403b7867c,acid absorption,acid water,B08,0.5
331,f5e6c93ffe34fff2,acid absorption,acid water distillation,B08,0.25
332,4e09b687bfafe30c,acid absorption,acid water exchange,B08,0.25
333,f63c2e1e537e8a44,acid absorption,acidic foods,B08,0.0
334,5f744aa51da08828,acid absorption,acidic immersion,B08,0.75
335,c49dad6b7b652370,acid absorption,amino acid absorption,B08,0.5
336,dd63f0d530d1a597,acid absorption,chemical absorption,B08,0.5
337,6b94d69939983587,acid absorption,chemically soaked,B08,0.25
338,39e7a72e21b2701c,acid absorption,fertilizer absorption,B08,0.5
339,87e9e1b7523c7915,acid absorption,hcl acid absorption,B08,0.5
340,a2cf5cace208d214,acid absorption,multi section connection pipe,B08,0.25
341,6bfe4f3295caaa68,acid absorption,oxide,B08,0.25
342,6265e716b9e52c8e,acid absorption,oxide acid distillation,B08,0.25
343,3c28d1c686f44f23,acid absorption,oxide acid exchange,B08,0.25
344,55816671cd61e343,acid absorption,oxide distillation,B08,0.25
345,3e6bb01944e2d139,acid absorption,oxide exchange,B08,0.25
346,781af4b26cf52346,acid absorption,oxide gas distillation,B08,0.25
347,67ee8857bc1aba94,acid absorption,oxide gas exchange,B08,0.25
348,dc1b5a41da00fb12,acid absorption,oxide gas scrubbing,B08,0.25
349,d02d224b8958fdbe,acid absorption,oxide purification,B08,0.25
350,6c058949ceca4857,acid absorption,oxide scrubbing,B08,0.25
351,46173840ad8a4ff8,acid absorption,oxide water,B08,0.25
352,e8fdef46db333a1a,acid absorption,oxide water distillation,B08,0.25
353,07a3358b92400793,acid absorption,oxide water exchange,B08,0.25
354,adaa71de2e893bbb,acid absorption,soil water absorption,B08,0.0
355,73a2f0b016fa700f,acid absorption,spray washing bottle body,B08,0.25
356,bbcfc92543e58f1e,acid absorption,steel structural member cleaning maintenance device,B08,0.25
357,989ba1e96412f2e6,ack,acknowledgement,G04,0.75
358,0b69675568e7564b,ack,communication protocol,G04,0.25
359,23090ec49265de76,ack,data,G04,0.5
360,753de89863b03020,ack,data network,G04,0.25
361,b4c9ef7b355bf1f0,ack,data networks,G04,0.25
362,c43922c93168280d,ack,flad holder pole,G04,0.0
363,2c875aea7a58aa3a,ack,flag,G04,0.5
364,7f84f16356836f3c,ack,flag hoist,G04,0.0
365,b0a1ada01c297a74,ack,frame,G04,0.5
366,c5dc2dc55b392031,ack,header,G04,0.25
367,cfa3fc016dbc08d2,ack,indications of cystoscopy,G04,0.0
368,d0efdd2ed0b447f9,ack,indicative device,G04,0.0
369,393b8816cd961b35,ack,indicative message,G04,0.5
370,6212d9f7155dc84c,ack,indicator,G04,0.25
371,06356fa510db9a4a,ack,message,G04,0.5
372,148cdd036ae3f0c4,ack,message ringtone,G04,0.0
373,27f9b139ce0a2ea0,ack,red signal,G04,0.0
374,736e6a0cf95051fb,ack,signal,G04,0.5
375,d8262be6984bc530,ack,telecommunication,G04,0.25
376,4b1cc4c10b1f12e9,ack,acknowledge,G06,0.75
377,48009477385eda7a,ack,address id,G06,0.25
378,53d1379463a4f455,ack,bus acknowledge,G06,0.5
379,b6d7705aea460cec,ack,bus acknowledgement,G06,0.5
380,a7df63266a0cd792,ack,busy acknowledge,G06,0.5
381,606e4af9e8c561a7,ack,busy path,G06,0.0
382,35ad64716a1f895e,ack,data,G06,0.25
383,e62b72945a9a7468,ack,flag pole,G06,0.0
384,44af86052f6154da,ack,frame flag,G06,0.5
385,6c5e11ecb9b1e12c,ack,header id,G06,0.5
386,9f63d6366e231552,ack,liveness message,G06,0.25
387,315f532c8e37e265,ack,negative acknowledgement,G06,0.5
388,eca487b69ed50db3,ack,network,G06,0.25
389,00bc7a5b949fb235,ack,null data,G06,0.25
390,33b9c9c35e9d6482,ack,positive acknowledgement,G06,0.5
391,f0f728a174113a0d,ack,positive acknowledgement packet,G06,0.5
392,27457261a9fd430e,ack,provide for tuning,G06,0.0
393,6f725686c1fdce23,ack,provide restoring force,G06,0.0
394,78c7b962c17ec8fe,ack,provided acknowledgement,G06,0.75
395,adce9247f98c8670,ack,provider networks,G06,0.0
396,12884aa9ed7d2a80,ack,server message,G06,0.25
397,015e022df7350b2a,ack,sms acknowledgement,G06,0.5
398,b54dcabc8b1187c7,ack,tcp acknowledgement,G06,0.5
399,447af5cc4f38c7c8,ack,window frame,G06,0.0
400,9a4fc9ecbdc0535d,acoustooptic modulator,acoustic effect,H01,0.5
401,7552fd7261730ad9,acoustooptic modulator,acoustic modulator,H01,0.5
402,21b8bd37a4309944,acoustooptic modulator,acoustic optical modulator,H01,0.5
403,e3b133c8d4890fc3,acoustooptic modulator,acousto optic element,H01,0.5
404,ee1bb20a59a4e071,acoustooptic modulator,acousto optic modulating element,H01,0.5
405,2ab8eae9735c147a,acoustooptic modulator,acousto optical element,H01,0.5
406,0914fba7eef5d574,acoustooptic modulator,acoustooptic,H01,0.5
407,d8b63e379c8936ed,acoustooptic modulator,acoustooptic deflector,H01,0.5
408,25fb59765ebf794e,acoustooptic modulator,amplifier,H01,0.25
409,6f0ed411c84152ef,acoustooptic modulator,analog signal,H01,0.25
410,98820ff9e60fe75f,acoustooptic modulator,beam support,H01,0.0
411,7ad6f3cefc537a21,acoustooptic modulator,electrical drive signal,H01,0.25
412,e851e021451aad8b,acoustooptic modulator,electrooptical,H01,0.5
413,d3150b216813544d,acoustooptic modulator,electrooptical effect,H01,0.5
414,717a132db3aa625b,acoustooptic modulator,electrooptical modulator,H01,0.5
415,c34ad64ef5f57ecd,acoustooptic modulator,isolator,H01,0.25
416,3ad65d80cf4f9f50,acoustooptic modulator,laser beam,H01,0.25
417,06e72066f62b2f27,acoustooptic modulator,light wave,H01,0.25
418,0f3d75a789ae5086,acoustooptic modulator,moderator reactor,H01,0.0
419,e25105510083783d,acoustooptic modulator,modulator chemistry,H01,0.0
420,ab8e9779f2705913,acoustooptic modulator,modulator enzyme,H01,0.0
421,06dbe2adc6346c87,acoustooptic modulator,modulator medicine,H01,0.0
422,c219fadbccb53638,acoustooptic modulator,optic nerve,H01,0.0
423,baec5ff06bc4d279,acoustooptic modulator,optical coupler,H01,0.5
424,796ab2f0e53f9d12,acoustooptic modulator,optical frequency shifter,H01,0.5
425,7e46aa3decd316a9,acoustooptic modulator,optical modulator,H01,0.5
426,0a9ae3bc8cb2b90e,acoustooptic modulator,optical splitter,H01,0.5
427,7d41d9cdd8801336,acoustooptic modulator,optical splitting coupler,H01,0.5
